Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2023,FYTD,OCT,Other,DE,Single Adults,PHILIPPINES,Title 8,10
2023,FYTD,OCT,Other,DE,Single Adults,RUSSIA,Title 8,3
2023,FYTD,OCT,Other,DE,Single Adults,TURKEY,Title 8,1
2023,FYTD,OCT,Other,DE,Single Adults,UKRAINE,Title 8,10
2023,FYTD,OCT,Other,FL,Accompanied Minors,UKRAINE,Title 8,2
2023,FYTD,OCT,Other,FL,FMUA,BRAZIL,Title 8,8
2023,FYTD,OCT,Other,FL,FMUA,COLOMBIA,Title 8,4
2023,FYTD,OCT,Other,FL,FMUA,CUBA,Title 8,79
2023,FYTD,OCT,Other,FL,FMUA,MEXICO,Title 8,3
2023,FYTD,OCT,Other,FL,FMUA,OTHER,Title 8,11
2023,FYTD,OCT,Other,FL,FMUA,PERU,Title 8,2
2023,FYTD,OCT,Other,FL,FMUA,RUSSIA,Title 8,8
2023,FYTD,OCT,Other,FL,FMUA,UKRAINE,Title 8,347
2023,FYTD,OCT,Other,FL,FMUA,VENEZUELA,Title 8,74
2023,FYTD,OCT,Other,FL,Single Adults,BRAZIL,Title 8,58
2023,FYTD,OCT,Other,FL,Single Adults,CANADA,Title 8,6
2023,FYTD,OCT,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,44
2023,FYTD,OCT,Other,FL,Single Adults,COLOMBIA,Title 8,113
2023,FYTD,OCT,Other,FL,Single Adults,CUBA,Title 8,835
2023,FYTD,OCT,Other,FL,Single Adults,ECUADOR,Title 8,9
2023,FYTD,OCT,Other,FL,Single Adults,EL SALVADOR,Title 8,12
2023,FYTD,OCT,Other,FL,Single Adults,GUATEMALA,Title 8,9
2023,FYTD,OCT,Other,FL,Single Adults,HAITI,Title 8,7
2023,FYTD,OCT,Other,FL,Single Adults,HONDURAS,Title 8,41
2023,FYTD,OCT,Other,FL,Single Adults,INDIA,Title 8,165
2023,FYTD,OCT,Other,FL,Single Adults,MEXICO,Title 8,54
2023,FYTD,OCT,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,29
2023,FYTD,OCT,Other,FL,Single Adults,NICARAGUA,Title 8,9
2023,FYTD,OCT,Other,FL,Single Adults,OTHER,Title 8,589
2023,FYTD,OCT,Other,FL,Single Adults,PERU,Title 8,22
2023,FYTD,OCT,Other,FL,Single Adults,PHILIPPINES,Title 8,393
2023,FYTD,OCT,Other,FL,Single Adults,ROMANIA,Title 8,7
2023,FYTD,OCT,Other,FL,Single Adults,RUSSIA,Title 8,107
2023,FYTD,OCT,Other,FL,Single Adults,TURKEY,Title 8,5
2023,FYTD,OCT,Other,FL,Single Adults,UKRAINE,Title 8,590
2023,FYTD,OCT,Other,FL,Single Adults,VENEZUELA,Title 8,226
2023,FYTD,OCT,Other,FL,UC / Single Minors,CUBA,Title 8,1
2023,FYTD,OCT,Other,FL,UC / Single Minors,OTHER,Title 8,2
2023,FYTD,OCT,Other,GA,Accompanied Minors,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,GA,FMUA,OTHER,Title 8,4
2023,FYTD,OCT,Other,GA,FMUA,RUSSIA,Title 8,8
2023,FYTD,OCT,Other,GA,FMUA,UKRAINE,Title 8,188
2023,FYTD,OCT,Other,GA,FMUA,VENEZUELA,Title 8,10
2023,FYTD,OCT,Other,GA,Single Adults,BRAZIL,Title 8,7
2023,FYTD,OCT,Other,GA,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,GA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,73
2023,FYTD,OCT,Other,GA,Single Adults,COLOMBIA,Title 8,6
2023,FYTD,OCT,Other,GA,Single Adults,ECUADOR,Title 8,3
2023,FYTD,OCT,Other,GA,Single Adults,EL SALVADOR,Title 8,2
2023,FYTD,OCT,Other,GA,Single Adults,GUATEMALA,Title 8,3
2023,FYTD,OCT,Other,GA,Single Adults,HONDURAS,Title 8,1
2023,FYTD,OCT,Other,GA,Single Adults,INDIA,Title 8,35
2023,FYTD,OCT,Other,GA,Single Adults,MEXICO,Title 8,15
2023,FYTD,OCT,Other,GA,Single Adults,MYANMAR (BURMA),Title 8,29
2023,FYTD,OCT,Other,GA,Single Adults,OTHER,Title 8,110
2023,FYTD,OCT,Other,GA,Single Adults,PERU,Title 8,2
2023,FYTD,OCT,Other,GA,Single Adults,PHILIPPINES,Title 8,84
2023,FYTD,OCT,Other,GA,Single Adults,RUSSIA,Title 8,21
2023,FYTD,OCT,Other,GA,Single Adults,UKRAINE,Title 8,165
2023,FYTD,OCT,Other,GA,Single Adults,VENEZUELA,Title 8,23
2023,FYTD,OCT,Other,GU,Accompanied Minors,PHILIPPINES,Title 8,1
2023,FYTD,OCT,Other,GU,FMUA,PHILIPPINES,Title 8,2
2023,FYTD,OCT,Other,GU,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,GU,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,OCT,Other,GU,Single Adults,INDIA,Title 8,19
2023,FYTD,OCT,Other,GU,Single Adults,OTHER,Title 8,48
2023,FYTD,OCT,Other,GU,Single Adults,PHILIPPINES,Title 8,42
2023,FYTD,OCT,Other,HI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,12
2023,FYTD,OCT,Other,HI,Single Adults,EL SALVADOR,Title 8,1
2023,FYTD,OCT,Other,HI,Single Adults,INDIA,Title 8,25
2023,FYTD,OCT,Other,HI,Single Adults,MEXICO,Title 8,1
2023,FYTD,OCT,Other,HI,Single Adults,MYANMAR (BURMA),Title 8,41
2023,FYTD,OCT,Other,HI,Single Adults,OTHER,Title 8,63
2023,FYTD,OCT,Other,HI,Single Adults,PHILIPPINES,Title 8,93
2023,FYTD,OCT,Other,IL,Accompanied Minors,OTHER,Title 8,2
2023,FYTD,OCT,Other,IL,Accompanied Minors,UKRAINE,Title 8,5
2023,FYTD,OCT,Other,IL,FMUA,MEXICO,Title 8,6
2023,FYTD,OCT,Other,IL,FMUA,OTHER,Title 8,23
2023,FYTD,OCT,Other,IL,FMUA,RUSSIA,Title 8,14
2023,FYTD,OCT,Other,IL,FMUA,UKRAINE,Title 8,1538
2023,FYTD,OCT,Other,IL,FMUA,VENEZUELA,Title 8,13
2023,FYTD,OCT,Other,IL,Single Adults,BRAZIL,Title 8,17
2023,FYTD,OCT,Other,IL,Single Adults,CANADA,Title 8,3
2023,FYTD,OCT,Other,IL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,OCT,Other,IL,Single Adults,ECUADOR,Title 8,1
2023,FYTD,OCT,Other,IL,Single Adults,GUATEMALA,Title 8,7
2023,FYTD,OCT,Other,IL,Single Adults,INDIA,Title 8,35
2023,FYTD,OCT,Other,IL,Single Adults,MEXICO,Title 8,86
2023,FYTD,OCT,Other,IL,Single Adults,NICARAGUA,Title 8,1
2023,FYTD,OCT,Other,IL,Single Adults,OTHER,Title 8,155
2023,FYTD,OCT,Other,IL,Single Adults,PHILIPPINES,Title 8,5
2023,FYTD,OCT,Other,IL,Single Adults,ROMANIA,Title 8,2
2023,FYTD,OCT,Other,IL,Single Adults,RUSSIA,Title 8,24
2023,FYTD,OCT,Other,IL,Single Adults,TURKEY,Title 8,1
2023,FYTD,OCT,Other,IL,Single Adults,UKRAINE,Title 8,1523
2023,FYTD,OCT,Other,IL,Single Adults,VENEZUELA,Title 8,15
2023,FYTD,OCT,Other,KY,FMUA,UKRAINE,Title 8,37
2023,FYTD,OCT,Other,KY,Single Adults,BRAZIL,Title 8,1
2023,FYTD,OCT,Other,KY,Single Adults,INDIA,Title 8,1
2023,FYTD,OCT,Other,KY,Single Adults,OTHER,Title 8,4
2023,FYTD,OCT,Other,KY,Single Adults,UKRAINE,Title 8,8
2023,FYTD,OCT,Other,LA,FMUA,MEXICO,Title 8,2
2023,FYTD,OCT,Other,LA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,30
2023,FYTD,OCT,Other,LA,Single Adults,COLOMBIA,Title 8,1
2023,FYTD,OCT,Other,LA,Single Adults,EL SALVADOR,Title 8,3
2023,FYTD,OCT,Other,LA,Single Adults,GUATEMALA,Title 8,1
2023,FYTD,OCT,Other,LA,Single Adults,HONDURAS,Title 8,8
2023,FYTD,OCT,Other,LA,Single Adults,INDIA,Title 8,139
2023,FYTD,OCT,Other,LA,Single Adults,MEXICO,Title 8,14
2023,FYTD,OCT,Other,LA,Single Adults,MYANMAR (BURMA),Title 8,5
2023,FYTD,OCT,Other,LA,Single Adults,OTHER,Title 8,69
2023,FYTD,OCT,Other,LA,Single Adults,PERU,Title 8,14
2023,FYTD,OCT,Other,LA,Single Adults,PHILIPPINES,Title 8,348
2023,FYTD,OCT,Other,LA,Single Adults,ROMANIA,Title 8,6
2023,FYTD,OCT,Other,LA,Single Adults,RUSSIA,Title 8,52
2023,FYTD,OCT,Other,LA,Single Adults,TURKEY,Title 8,27
2023,FYTD,OCT,Other,LA,Single Adults,UKRAINE,Title 8,29
2023,FYTD,OCT,Other,LA,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,OCT,Other,MA,FMUA,OTHER,Title 8,4
2023,FYTD,OCT,Other,MA,FMUA,RUSSIA,Title 8,4
2023,FYTD,OCT,Other,MA,FMUA,UKRAINE,Title 8,122
2023,FYTD,OCT,Other,MA,Single Adults,BRAZIL,Title 8,8
2023,FYTD,OCT,Other,MA,Single Adults,CANADA,Title 8,3
2023,FYTD,OCT,Other,MA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,FYTD,OCT,Other,MA,Single Adults,HAITI,Title 8,1
2023,FYTD,OCT,Other,MA,Single Adults,INDIA,Title 8,4
2023,FYTD,OCT,Other,MA,Single Adults,OTHER,Title 8,89
2023,FYTD,OCT,Other,MA,Single Adults,PHILIPPINES,Title 8,45
2023,FYTD,OCT,Other,MA,Single Adults,ROMANIA,Title 8,2
2023,FYTD,OCT,Other,MA,Single Adults,RUSSIA,Title 8,6
2023,FYTD,OCT,Other,MA,Single Adults,TURKEY,Title 8,2
2023,FYTD,OCT,Other,MA,Single Adults,UKRAINE,Title 8,126
2023,FYTD,OCT,Other,MA,Single Adults,VENEZUELA,Title 8,3
2023,FYTD,OCT,Other,MA,UC / Single Minors,OTHER,Title 8,1
2023,FYTD,OCT,Other,MD,FMUA,UKRAINE,Title 8,21
2023,FYTD,OCT,Other,MD,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,11
2023,FYTD,OCT,Other,MD,Single Adults,INDIA,Title 8,7
2023,FYTD,OCT,Other,MD,Single Adults,OTHER,Title 8,8
2023,FYTD,OCT,Other,MD,Single Adults,PHILIPPINES,Title 8,58
2023,FYTD,OCT,Other,MD,Single Adults,RUSSIA,Title 8,4
2023,FYTD,OCT,Other,MD,Single Adults,UKRAINE,Title 8,34
2023,FYTD,OCT,Other,ME,Single Adults,INDIA,Title 8,1
2023,FYTD,OCT,Other,ME,Single Adults,MEXICO,Title 8,1
2023,FYTD,OCT,Other,ME,Single Adults,OTHER,Title 8,7
2023,FYTD,OCT,Other,ME,Single Adults,PHILIPPINES,Title 8,3
2023,FYTD,OCT,Other,ME,Single Adults,RUSSIA,Title 8,6
2023,FYTD,OCT,Other,ME,Single Adults,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,MI,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,FYTD,OCT,Other,MI,FMUA,UKRAINE,Title 8,134
2023,FYTD,OCT,Other,MI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2023,FYTD,OCT,Other,MI,Single Adults,COLOMBIA,Title 8,1
2023,FYTD,OCT,Other,MI,Single Adults,MEXICO,Title 8,2
2023,FYTD,OCT,Other,MI,Single Adults,OTHER,Title 8,41
2023,FYTD,OCT,Other,MI,Single Adults,PHILIPPINES,Title 8,1
2023,FYTD,OCT,Other,MI,Single Adults,UKRAINE,Title 8,152
2023,FYTD,OCT,Other,MN,FMUA,MEXICO,Title 8,3
2023,FYTD,OCT,Other,MN,FMUA,UKRAINE,Title 8,74
2023,FYTD,OCT,Other,MN,Single Adults,INDIA,Title 8,9
2023,FYTD,OCT,Other,MN,Single Adults,MEXICO,Title 8,3
2023,FYTD,OCT,Other,MN,Single Adults,OTHER,Title 8,16
2023,FYTD,OCT,Other,MN,Single Adults,PHILIPPINES,Title 8,3
2023,FYTD,OCT,Other,MN,Single Adults,RUSSIA,Title 8,5
2023,FYTD,OCT,Other,MN,Single Adults,UKRAINE,Title 8,39
2023,FYTD,OCT,Other,MO,FMUA,UKRAINE,Title 8,3
2023,FYTD,OCT,Other,MO,Single Adults,UKRAINE,Title 8,5
2023,FYTD,OCT,Other,MP,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,OCT,Other,MP,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,110
2023,FYTD,OCT,Other,MP,Single Adults,OTHER,Title 8,19
2023,FYTD,OCT,Other,MP,Single Adults,PHILIPPINES,Title 8,10
2023,FYTD,OCT,Other,MS,Single Adults,EL SALVADOR,Title 8,2
2023,FYTD,OCT,Other,MS,Single Adults,GUATEMALA,Title 8,2
2023,FYTD,OCT,Other,MS,Single Adults,HONDURAS,Title 8,8
2023,FYTD,OCT,Other,MS,Single Adults,INDIA,Title 8,22
2023,FYTD,OCT,Other,MS,Single Adults,MEXICO,Title 8,21
2023,FYTD,OCT,Other,MS,Single Adults,OTHER,Title 8,4
2023,FYTD,OCT,Other,MS,Single Adults,PHILIPPINES,Title 8,35
2023,FYTD,OCT,Other,MS,Single Adults,RUSSIA,Title 8,21
2023,FYTD,OCT,Other,MS,Single Adults,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,NC,FMUA,UKRAINE,Title 8,173
2023,FYTD,OCT,Other,NC,FMUA,VENEZUELA,Title 8,6
2023,FYTD,OCT,Other,NC,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,NC,Single Adults,HAITI,Title 8,1
2023,FYTD,OCT,Other,NC,Single Adults,MEXICO,Title 8,20
2023,FYTD,OCT,Other,NC,Single Adults,OTHER,Title 8,18
2023,FYTD,OCT,Other,NC,Single Adults,PHILIPPINES,Title 8,58
2023,FYTD,OCT,Other,NC,Single Adults,ROMANIA,Title 8,1
2023,FYTD,OCT,Other,NC,Single Adults,UKRAINE,Title 8,152
2023,FYTD,OCT,Other,NC,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,OCT,Other,NH,Single Adults,RUSSIA,Title 8,1
2023,FYTD,OCT,Other,NJ,Accompanied Minors,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,NJ,Accompanied Minors,VENEZUELA,Title 8,1
2023,FYTD,OCT,Other,NJ,FMUA,RUSSIA,Title 8,2
2023,FYTD,OCT,Other,NJ,FMUA,UKRAINE,Title 8,620
2023,FYTD,OCT,Other,NJ,FMUA,VENEZUELA,Title 8,3
2023,FYTD,OCT,Other,NJ,Single Adults,BRAZIL,Title 8,14
2023,FYTD,OCT,Other,NJ,Single Adults,CANADA,Title 8,3
2023,FYTD,OCT,Other,NJ,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,28
2023,FYTD,OCT,Other,NJ,Single Adults,COLOMBIA,Title 8,9
2023,FYTD,OCT,Other,NJ,Single Adults,ECUADOR,Title 8,2
2023,FYTD,OCT,Other,NJ,Single Adults,GUATEMALA,Title 8,23
2023,FYTD,OCT,Other,NJ,Single Adults,INDIA,Title 8,38
2023,FYTD,OCT,Other,NJ,Single Adults,MEXICO,Title 8,15
2023,FYTD,OCT,Other,NJ,Single Adults,MYANMAR (BURMA),Title 8,4
2023,FYTD,OCT,Other,NJ,Single Adults,OTHER,Title 8,73
2023,FYTD,OCT,Other,NJ,Single Adults,PERU,Title 8,1
2023,FYTD,OCT,Other,NJ,Single Adults,PHILIPPINES,Title 8,84
2023,FYTD,OCT,Other,NJ,Single Adults,ROMANIA,Title 8,2
2023,FYTD,OCT,Other,NJ,Single Adults,RUSSIA,Title 8,14
2023,FYTD,OCT,Other,NJ,Single Adults,UKRAINE,Title 8,705
2023,FYTD,OCT,Other,NJ,Single Adults,VENEZUELA,Title 8,4
2023,FYTD,OCT,Other,NJ,UC / Single Minors,OTHER,Title 8,1
2023,FYTD,OCT,Other,NM,Single Adults,CUBA,Title 8,1
2023,FYTD,OCT,Other,NV,Accompanied Minors,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,NV,FMUA,UKRAINE,Title 8,66
2023,FYTD,OCT,Other,NV,FMUA,VENEZUELA,Title 8,8
2023,FYTD,OCT,Other,NV,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,OCT,Other,NV,Single Adults,GUATEMALA,Title 8,1
2023,FYTD,OCT,Other,NV,Single Adults,MEXICO,Title 8,30
2023,FYTD,OCT,Other,NV,Single Adults,OTHER,Title 8,18
2023,FYTD,OCT,Other,NV,Single Adults,PHILIPPINES,Title 8,1
2023,FYTD,OCT,Other,NV,Single Adults,UKRAINE,Title 8,63
2023,FYTD,OCT,Other,NV,Single Adults,VENEZUELA,Title 8,5
2023,FYTD,OCT,Other,NY,Accompanied Minors,UKRAINE,Title 8,9
2023,FYTD,OCT,Other,NY,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,OCT,Other,NY,FMUA,OTHER,Title 8,24
2023,FYTD,OCT,Other,NY,FMUA,PERU,Title 8,1
2023,FYTD,OCT,Other,NY,FMUA,RUSSIA,Title 8,9
2023,FYTD,OCT,Other,NY,FMUA,UKRAINE,Title 8,1227
2023,FYTD,OCT,Other,NY,FMUA,VENEZUELA,Title 8,5
2023,FYTD,OCT,Other,NY,Single Adults,BRAZIL,Title 8,2
2023,FYTD,OCT,Other,NY,Single Adults,CANADA,Title 8,2
2023,FYTD,OCT,Other,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2023,FYTD,OCT,Other,NY,Single Adults,COLOMBIA,Title 8,19
2023,FYTD,OCT,Other,NY,Single Adults,CUBA,Title 8,1
2023,FYTD,OCT,Other,NY,Single Adults,ECUADOR,Title 8,8
2023,FYTD,OCT,Other,NY,Single Adults,EL SALVADOR,Title 8,2
2023,FYTD,OCT,Other,NY,Single Adults,GUATEMALA,Title 8,2
2023,FYTD,OCT,Other,NY,Single Adults,HONDURAS,Title 8,1
2023,FYTD,OCT,Other,NY,Single Adults,INDIA,Title 8,15
2023,FYTD,OCT,Other,NY,Single Adults,MEXICO,Title 8,11
2023,FYTD,OCT,Other,NY,Single Adults,OTHER,Title 8,210
2023,FYTD,OCT,Other,NY,Single Adults,PERU,Title 8,3
2023,FYTD,OCT,Other,NY,Single Adults,PHILIPPINES,Title 8,12
2023,FYTD,OCT,Other,NY,Single Adults,RUSSIA,Title 8,9
2023,FYTD,OCT,Other,NY,Single Adults,TURKEY,Title 8,3
2023,FYTD,OCT,Other,NY,Single Adults,UKRAINE,Title 8,1493
2023,FYTD,OCT,Other,NY,Single Adults,VENEZUELA,Title 8,18
2023,FYTD,OCT,Other,OH,Single Adults,INDIA,Title 8,9
2023,FYTD,OCT,Other,OH,Single Adults,OTHER,Title 8,2
2023,FYTD,OCT,Other,OH,Single Adults,UKRAINE,Title 8,1
2023,FYTD,OCT,Other,OR,Accompanied Minors,UKRAINE,Title 8,3
2023,FYTD,OCT,Other,OR,FMUA,RUSSIA,Title 8,2
2023,FYTD,OCT,Other,OR,FMUA,UKRAINE,Title 8,124
2023,FYTD,OCT,Other,OR,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,OCT,Other,OR,Single Adults,INDIA,Title 8,7
2023,FYTD,OCT,Other,OR,Single Adults,MEXICO,Title 8,3
2023,FYTD,OCT,Other,OR,Single Adults,MYANMAR (BURMA),Title 8,13
2023,FYTD,OCT,Other,OR,Single Adults,OTHER,Title 8,12
2023,FYTD,OCT,Other,OR,Single Adults,PHILIPPINES,Title 8,84
2023,FYTD,OCT,Other,OR,Single Adults,RUSSIA,Title 8,12
2023,FYTD,OCT,Other,OR,Single Adults,UKRAINE,Title 8,86
2023,FYTD,OCT,Other,PA,FMUA,OTHER,Title 8,4
2023,FYTD,OCT,Other,PA,FMUA,RUSSIA,Title 8,1
2023,FYTD,OCT,Other,PA,FMUA,UKRAINE,Title 8,16
2023,FYTD,OCT,Other,PA,FMUA,VENEZUELA,Title 8,2
2023,FYTD,OCT,Other,PA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,56
2023,FYTD,OCT,Other,PA,Single Adults,INDIA,Title 8,95
2023,FYTD,OCT,Other,PA,Single Adults,OTHER,Title 8,48
2023,FYTD,OCT,Other,PA,Single Adults,PHILIPPINES,Title 8,118
2023,FYTD,OCT,Other,PA,Single Adults,ROMANIA,Title 8,4
2023,FYTD,OCT,Other,PA,Single Adults,RUSSIA,Title 8,103
2023,FYTD,OCT,Other,PA,Single Adults,TURKEY,Title 8,1
2023,FYTD,OCT,Other,PA,Single Adults,UKRAINE,Title 8,87
2023,FYTD,OCT,Other,PR,FMUA,COLOMBIA,Title 8,2
2023,FYTD,OCT,Other,PR,FMUA,HAITI,Title 8,16
2023,FYTD,OCT,Other,PR,FMUA,INDIA,Title 8,3
2023,FYTD,OCT,Other,PR,FMUA,MEXICO,Title 8,2
2023,FYTD,OCT,Other,PR,Single Adults,BRAZIL,Title 8,2
2023,FYTD,OCT,Other,PR,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,9
2023,FYTD,OCT,Other,PR,Single Adults,COLOMBIA,Title 8,5
2023,FYTD,OCT,Other,PR,Single Adults,CUBA,Title 8,1
2023,FYTD,OCT,Other,PR,Single Adults,ECUADOR,Title 8,2
2023,FYTD,OCT,Other,PR,Single Adults,EL SALVADOR,Title 8,6
2023,FYTD,OCT,Other,PR,Single Adults,GUATEMALA,Title 8,1
2023,FYTD,OCT,Other,PR,Single Adults,HAITI,Title 8,178
2023,FYTD,OCT,Other,PR,Single Adults,HONDURAS,Title 8,25
2023,FYTD,OCT,Other,PR,Single Adults,INDIA,Title 8,33
2023,FYTD,OCT,Other,PR,Single Adults,MEXICO,Title 8,15
2023,FYTD,OCT,Other,PR,Single Adults,MYANMAR (BURMA),Title 8,19
2023,FYTD,OCT,Other,PR,Single Adults,NICARAGUA,Title 8,13
2023,FYTD,OCT,Other,PR,Single Adults,OTHER,Title 8,197
2023,FYTD,OCT,Other,PR,Single Adults,PERU,Title 8,5
2023,FYTD,OCT,Other,PR,Single Adults,PHILIPPINES,Title 8,76
2023,FYTD,OCT,Other,PR,Single Adults,ROMANIA,Title 8,2
2023,FYTD,OCT,Other,PR,Single Adults,RUSSIA,Title 8,20
2023,FYTD,OCT,Other,PR,Single Adults,TURKEY,Title 8,2
2023,FYTD,OCT,Other,PR,Single Adults,UKRAINE,Title 8,5
2023,FYTD,OCT,Other,PR,Single Adults,VENEZUELA,Title 8,27
2023,FYTD,OCT,Other,PR,UC / Single Minors,HAITI,Title 8,6
2023,FYTD,OCT,Other,PR,UC / Single Minors,OTHER,Title 8,1
2023,FYTD,OCT,Other,RI,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,RI,Single Adults,INDIA,Title 8,3
2023,FYTD,OCT,Other,RI,Single Adults,OTHER,Title 8,5
2023,FYTD,OCT,Other,RI,Single Adults,PHILIPPINES,Title 8,16
2023,FYTD,OCT,Other,RI,Single Adults,RUSSIA,Title 8,1
2023,FYTD,OCT,Other,RI,Single Adults,TURKEY,Title 8,4
2023,FYTD,OCT,Other,RI,Single Adults,UKRAINE,Title 8,2
2023,FYTD,OCT,Other,SC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,18
2023,FYTD,OCT,Other,SC,Single Adults,COLOMBIA,Title 8,1
2023,FYTD,OCT,Other,SC,Single Adults,INDIA,Title 8,26
2023,FYTD,OCT,Other,SC,Single Adults,MYANMAR (BURMA),Title 8,12
2023,FYTD,OCT,Other,SC,Single Adults,OTHER,Title 8,20
2023,FYTD,OCT,Other,SC,Single Adults,PHILIPPINES,Title 8,102
2023,FYTD,OCT,Other,SC,Single Adults,RUSSIA,Title 8,12
2023,FYTD,OCT,Other,SC,Single Adults,UKRAINE,Title 8,36
2023,FYTD,OCT,Other,TN,FMUA,UKRAINE,Title 8,10
2023,FYTD,OCT,Other,TX,Accompanied Minors,MEXICO,Title 8,1
2023,FYTD,OCT,Other,TX,Accompanied Minors,VENEZUELA,Title 8,1
2023,FYTD,OCT,Other,TX,FMUA,EL SALVADOR,Title 8,8
2023,FYTD,OCT,Other,TX,FMUA,HAITI,Title 8,1
2023,FYTD,OCT,Other,TX,FMUA,MEXICO,Title 8,12
2023,FYTD,OCT,Other,TX,FMUA,OTHER,Title 8,14
2023,FYTD,OCT,Other,TX,FMUA,RUSSIA,Title 8,5
2023,FYTD,OCT,Other,TX,FMUA,UKRAINE,Title 8,181
2023,FYTD,OCT,Other,TX,FMUA,VENEZUELA,Title 8,31
2023,FYTD,OCT,Other,TX,Single Adults,BRAZIL,Title 8,7
2023,FYTD,OCT,Other,TX,Single Adults,CANADA,Title 8,3
2023,FYTD,OCT,Other,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,368
2023,FYTD,OCT,Other,TX,Single Adults,COLOMBIA,Title 8,35
2023,FYTD,OCT,Other,TX,Single Adults,ECUADOR,Title 8,10
2023,FYTD,OCT,Other,TX,Single Adults,EL SALVADOR,Title 8,20
2023,FYTD,OCT,Other,TX,Single Adults,GUATEMALA,Title 8,17
2023,FYTD,OCT,Other,TX,Single Adults,HONDURAS,Title 8,29
2023,FYTD,OCT,Other,TX,Single Adults,INDIA,Title 8,831
2023,FYTD,OCT,Other,TX,Single Adults,MEXICO,Title 8,152
2023,FYTD,OCT,Other,TX,Single Adults,MYANMAR (BURMA),Title 8,138
2023,FYTD,OCT,Other,TX,Single Adults,NICARAGUA,Title 8,7
2023,FYTD,OCT,Other,TX,Single Adults,OTHER,Title 8,668
2023,FYTD,OCT,Other,TX,Single Adults,PERU,Title 8,68
2023,FYTD,OCT,Other,TX,Single Adults,PHILIPPINES,Title 8,1717
2023,FYTD,OCT,Other,TX,Single Adults,ROMANIA,Title 8,15
2023,FYTD,OCT,Other,TX,Single Adults,RUSSIA,Title 8,675
2023,FYTD,OCT,Other,TX,Single Adults,TURKEY,Title 8,101
2023,FYTD,OCT,Other,TX,Single Adults,UKRAINE,Title 8,286
2023,FYTD,OCT,Other,TX,Single Adults,VENEZUELA,Title 8,63
2023,FYTD,OCT,Other,UT,FMUA,UKRAINE,Title 8,51
2023,FYTD,OCT,Other,UT,Single Adults,MEXICO,Title 8,1
2023,FYTD,OCT,Other,UT,Single Adults,OTHER,Title 8,1
2023,FYTD,OCT,Other,UT,Single Adults,UKRAINE,Title 8,15
2023,FYTD,OCT,Other,VA,FMUA,OTHER,Title 8,2
2023,FYTD,OCT,Other,VA,FMUA,RUSSIA,Title 8,2
2023,FYTD,OCT,Other,VA,FMUA,UKRAINE,Title 8,150
2023,FYTD,OCT,Other,VA,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,VA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2023,FYTD,OCT,Other,VA,Single Adults,COLOMBIA,Title 8,3
2023,FYTD,OCT,Other,VA,Single Adults,EL SALVADOR,Title 8,2
2023,FYTD,OCT,Other,VA,Single Adults,GUATEMALA,Title 8,3
2023,FYTD,OCT,Other,VA,Single Adults,HONDURAS,Title 8,1
2023,FYTD,OCT,Other,VA,Single Adults,INDIA,Title 8,39
