Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2021,FYTD,OCT,Other,NJ,Single Adults,GUATEMALA,Title 8,4
2021,FYTD,OCT,Other,NJ,Single Adults,HONDURAS,Title 8,1
2021,FYTD,OCT,Other,NJ,Single Adults,INDIA,Title 8,110
2021,FYTD,OCT,Other,NJ,Single Adults,MEXICO,Title 8,2
2021,FYTD,OCT,Other,NJ,Single Adults,MYANMAR (BURMA),Title 8,14
2021,FYTD,OCT,Other,NJ,Single Adults,OTHER,Title 8,102
2021,FYTD,OCT,Other,NJ,Single Adults,PERU,Title 8,3
2021,FYTD,OCT,Other,NJ,Single Adults,PHILIPPINES,Title 8,251
2021,FYTD,OCT,Other,NJ,Single Adults,ROMANIA,Title 8,4
2021,FYTD,OCT,Other,NJ,Single Adults,RUSSIA,Title 8,56
2021,FYTD,OCT,Other,NJ,Single Adults,TURKEY,Title 8,20
2021,FYTD,OCT,Other,NJ,Single Adults,UKRAINE,Title 8,50
2021,FYTD,OCT,Other,NV,FMUA,MEXICO,Title 8,3
2021,FYTD,OCT,Other,NV,Single Adults,CANADA,Title 8,1
2021,FYTD,OCT,Other,NV,Single Adults,EL SALVADOR,Title 8,1
2021,FYTD,OCT,Other,NV,Single Adults,MEXICO,Title 8,88
2021,FYTD,OCT,Other,NV,Single Adults,OTHER,Title 8,23
2021,FYTD,OCT,Other,NY,FMUA,ECUADOR,Title 8,2
2021,FYTD,OCT,Other,NY,FMUA,OTHER,Title 8,11
2021,FYTD,OCT,Other,NY,Single Adults,BRAZIL,Title 8,1
2021,FYTD,OCT,Other,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,FYTD,OCT,Other,NY,Single Adults,COLOMBIA,Title 8,37
2021,FYTD,OCT,Other,NY,Single Adults,ECUADOR,Title 8,33
2021,FYTD,OCT,Other,NY,Single Adults,GUATEMALA,Title 8,1
2021,FYTD,OCT,Other,NY,Single Adults,HAITI,Title 8,2
2021,FYTD,OCT,Other,NY,Single Adults,HONDURAS,Title 8,1
2021,FYTD,OCT,Other,NY,Single Adults,INDIA,Title 8,3
2021,FYTD,OCT,Other,NY,Single Adults,MEXICO,Title 8,8
2021,FYTD,OCT,Other,NY,Single Adults,OTHER,Title 8,115
2021,FYTD,OCT,Other,NY,Single Adults,PHILIPPINES,Title 8,2
2021,FYTD,OCT,Other,NY,Single Adults,RUSSIA,Title 8,4
2021,FYTD,OCT,Other,NY,Single Adults,TURKEY,Title 8,3
2021,FYTD,OCT,Other,NY,Single Adults,UKRAINE,Title 8,13
2021,FYTD,OCT,Other,NY,Single Adults,VENEZUELA,Title 8,4
2021,FYTD,OCT,Other,NY,UC / Single Minors,OTHER,Title 8,1
2021,FYTD,OCT,Other,OH,Single Adults,OTHER,Title 8,17
2021,FYTD,OCT,Other,OH,Single Adults,PHILIPPINES,Title 8,1
2021,FYTD,OCT,Other,OR,Single Adults,MEXICO,Title 8,3
2021,FYTD,OCT,Other,PA,Single Adults,CANADA,Title 8,1
2021,FYTD,OCT,Other,PA,Single Adults,MEXICO,Title 8,2
2021,FYTD,OCT,Other,PA,Single Adults,OTHER,Title 8,7
2021,FYTD,OCT,Other,PA,Single Adults,PHILIPPINES,Title 8,1
2021,FYTD,OCT,Other,PA,Single Adults,UKRAINE,Title 8,15
2021,FYTD,OCT,Other,PR,Single Adults,BRAZIL,Title 8,1
2021,FYTD,OCT,Other,PR,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,21
2021,FYTD,OCT,Other,PR,Single Adults,COLOMBIA,Title 8,3
2021,FYTD,OCT,Other,PR,Single Adults,HONDURAS,Title 8,12
2021,FYTD,OCT,Other,PR,Single Adults,INDIA,Title 8,2
2021,FYTD,OCT,Other,PR,Single Adults,NICARAGUA,Title 8,9
2021,FYTD,OCT,Other,PR,Single Adults,OTHER,Title 8,116
2021,FYTD,OCT,Other,PR,Single Adults,PHILIPPINES,Title 8,20
2021,FYTD,OCT,Other,PR,Single Adults,RUSSIA,Title 8,1
2021,FYTD,OCT,Other,PR,Single Adults,TURKEY,Title 8,31
2021,FYTD,OCT,Other,PR,Single Adults,UKRAINE,Title 8,5
2021,FYTD,OCT,Other,PR,Single Adults,VENEZUELA,Title 8,9
2021,FYTD,OCT,Other,RI,Single Adults,INDIA,Title 8,1
2021,FYTD,OCT,Other,RI,Single Adults,PHILIPPINES,Title 8,15
2021,FYTD,OCT,Other,SC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,23
2021,FYTD,OCT,Other,SC,Single Adults,HONDURAS,Title 8,3
2021,FYTD,OCT,Other,SC,Single Adults,INDIA,Title 8,17
2021,FYTD,OCT,Other,SC,Single Adults,OTHER,Title 8,15
2021,FYTD,OCT,Other,SC,Single Adults,PERU,Title 8,1
2021,FYTD,OCT,Other,SC,Single Adults,PHILIPPINES,Title 8,27
2021,FYTD,OCT,Other,SC,Single Adults,ROMANIA,Title 8,3
2021,FYTD,OCT,Other,SC,Single Adults,RUSSIA,Title 8,2
2021,FYTD,OCT,Other,SC,Single Adults,TURKEY,Title 8,19
2021,FYTD,OCT,Other,SC,Single Adults,UKRAINE,Title 8,18
2021,FYTD,OCT,Other,TX,FMUA,ECUADOR,Title 8,2
2021,FYTD,OCT,Other,TX,FMUA,MEXICO,Title 8,16
2021,FYTD,OCT,Other,TX,Single Adults,BRAZIL,Title 8,5
2021,FYTD,OCT,Other,TX,Single Adults,CANADA,Title 8,7
2021,FYTD,OCT,Other,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,375
2021,FYTD,OCT,Other,TX,Single Adults,COLOMBIA,Title 8,85
2021,FYTD,OCT,Other,TX,Single Adults,CUBA,Title 8,2
2021,FYTD,OCT,Other,TX,Single Adults,ECUADOR,Title 8,16
2021,FYTD,OCT,Other,TX,Single Adults,EL SALVADOR,Title 8,8
2021,FYTD,OCT,Other,TX,Single Adults,GUATEMALA,Title 8,14
2021,FYTD,OCT,Other,TX,Single Adults,HONDURAS,Title 8,55
2021,FYTD,OCT,Other,TX,Single Adults,INDIA,Title 8,1601
2021,FYTD,OCT,Other,TX,Single Adults,MEXICO,Title 8,749
2021,FYTD,OCT,Other,TX,Single Adults,MYANMAR (BURMA),Title 8,43
2021,FYTD,OCT,Other,TX,Single Adults,NICARAGUA,Title 8,2
2021,FYTD,OCT,Other,TX,Single Adults,OTHER,Title 8,456
2021,FYTD,OCT,Other,TX,Single Adults,PERU,Title 8,116
2021,FYTD,OCT,Other,TX,Single Adults,PHILIPPINES,Title 8,978
2021,FYTD,OCT,Other,TX,Single Adults,ROMANIA,Title 8,12
2021,FYTD,OCT,Other,TX,Single Adults,RUSSIA,Title 8,154
2021,FYTD,OCT,Other,TX,Single Adults,TURKEY,Title 8,88
2021,FYTD,OCT,Other,TX,Single Adults,UKRAINE,Title 8,208
2021,FYTD,OCT,Other,TX,Single Adults,VENEZUELA,Title 8,12
2021,FYTD,OCT,Other,TX,UC / Single Minors,MEXICO,Title 8,3
2021,FYTD,OCT,Other,TX,UC / Single Minors,OTHER,Title 8,1
2021,FYTD,OCT,Other,UT,Single Adults,MEXICO,Title 8,2
2021,FYTD,OCT,Other,VA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,109
2021,FYTD,OCT,Other,VA,Single Adults,INDIA,Title 8,29
2021,FYTD,OCT,Other,VA,Single Adults,OTHER,Title 8,19
2021,FYTD,OCT,Other,VA,Single Adults,PHILIPPINES,Title 8,155
2021,FYTD,OCT,Other,VA,Single Adults,ROMANIA,Title 8,1
2021,FYTD,OCT,Other,VA,Single Adults,RUSSIA,Title 8,4
2021,FYTD,OCT,Other,VA,Single Adults,TURKEY,Title 8,5
2021,FYTD,OCT,Other,VA,Single Adults,UKRAINE,Title 8,77
2021,FYTD,OCT,Other,VI,FMUA,HAITI,Title 8,2
2021,FYTD,OCT,Other,VI,FMUA,OTHER,Title 8,3
2021,FYTD,OCT,Other,VI,FMUA,VENEZUELA,Title 8,3
2021,FYTD,OCT,Other,VI,Single Adults,COLOMBIA,Title 8,1
2021,FYTD,OCT,Other,VI,Single Adults,HAITI,Title 8,38
2021,FYTD,OCT,Other,VI,Single Adults,HONDURAS,Title 8,4
2021,FYTD,OCT,Other,VI,Single Adults,MEXICO,Title 8,2
2021,FYTD,OCT,Other,VI,Single Adults,NICARAGUA,Title 8,4
2021,FYTD,OCT,Other,VI,Single Adults,OTHER,Title 8,34
2021,FYTD,OCT,Other,VI,Single Adults,PHILIPPINES,Title 8,2
2021,FYTD,OCT,Other,VI,Single Adults,VENEZUELA,Title 8,23
2021,FYTD,OCT,Other,VI,UC / Single Minors,HAITI,Title 8,1
2021,FYTD,OCT,Other,WA,Accompanied Minors,OTHER,Title 8,1
2021,FYTD,OCT,Other,WA,FMUA,MEXICO,Title 8,6
2021,FYTD,OCT,Other,WA,Single Adults,BRAZIL,Title 8,1
2021,FYTD,OCT,Other,WA,Single Adults,CANADA,Title 8,3
2021,FYTD,OCT,Other,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,215
2021,FYTD,OCT,Other,WA,Single Adults,INDIA,Title 8,16
2021,FYTD,OCT,Other,WA,Single Adults,MEXICO,Title 8,44
2021,FYTD,OCT,Other,WA,Single Adults,MYANMAR (BURMA),Title 8,8
2021,FYTD,OCT,Other,WA,Single Adults,OTHER,Title 8,65
2021,FYTD,OCT,Other,WA,Single Adults,PHILIPPINES,Title 8,182
2021,FYTD,OCT,Other,WA,Single Adults,ROMANIA,Title 8,9
2021,FYTD,OCT,Other,WA,Single Adults,RUSSIA,Title 8,34
2021,FYTD,OCT,Other,WA,Single Adults,UKRAINE,Title 8,48
2021,FYTD,OCT,Other,WI,Single Adults,OTHER,Title 8,19
2021,FYTD,OCT,Other,WI,Single Adults,PHILIPPINES,Title 8,1
2021,FYTD,OCT,Other,WI,Single Adults,ROMANIA,Title 8,1
2021,FYTD,OCT,Other,WI,Single Adults,RUSSIA,Title 8,5
2021,FYTD,OCT,Other,WI,Single Adults,UKRAINE,Title 8,1
2021,FYTD,OCT,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 42,9
2021,FYTD,OCT,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 8,4
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,CUBA,Title 42,7
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,CUBA,Title 8,13
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,ECUADOR,Title 42,16
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,ECUADOR,Title 8,28
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 42,56
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 42,234
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 8,6
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,HONDURAS,Title 42,112
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,MEXICO,Title 42,105
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,MEXICO,Title 8,33
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,NICARAGUA,Title 42,2
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,OTHER,Title 8,1
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,ROMANIA,Title 8,27
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 42,8
2021,FYTD,OCT,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 8,38
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,BRAZIL,Title 8,3
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 8,4
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,CUBA,Title 42,10
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,CUBA,Title 8,23
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 42,135
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 8,39
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 42,89
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 8,7
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 42,2003
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 8,142
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 42,236
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 8,23
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,MEXICO,Title 42,7432
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,MEXICO,Title 8,713
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 8,4
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,OTHER,Title 42,2
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,OTHER,Title 8,5
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ROMANIA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 42,9
2021,FYTD,OCT,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 8,8
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,ECUADOR,Title 8,23
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,EL SALVADOR,Title 42,2
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,EL SALVADOR,Title 8,15
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,GUATEMALA,Title 42,161
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,GUATEMALA,Title 8,164
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,HONDURAS,Title 42,5
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,HONDURAS,Title 8,12
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,MEXICO,Title 42,530
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,MEXICO,Title 8,20
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,NICARAGUA,Title 8,2
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,OTHER,Title 42,1
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,OTHER,Title 8,3
2021,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,VENEZUELA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 42,37
2021,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 8,4
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,BRAZIL,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 42,18
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,GUATEMALA,Title 42,14
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,GUATEMALA,Title 8,6
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,HAITI,Title 42,20
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,HONDURAS,Title 42,21
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,MEXICO,Title 42,221
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,MEXICO,Title 8,33
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,NICARAGUA,Title 42,3
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,NICARAGUA,Title 8,5
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,OTHER,Title 42,2
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,OTHER,Title 8,8
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,RUSSIA,Title 8,3
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,TURKEY,Title 8,5
2021,FYTD,OCT,Southwest Land Border,CA,FMUA,UKRAINE,Title 8,4
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,BRAZIL,Title 42,6
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,BRAZIL,Title 8,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,CANADA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,4
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,8
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,CUBA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,CUBA,Title 8,6
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,ECUADOR,Title 42,29
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,ECUADOR,Title 8,7
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 42,69
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 8,7
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 42,118
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 8,16
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,HAITI,Title 42,4
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,HONDURAS,Title 42,89
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,HONDURAS,Title 8,8
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,INDIA,Title 8,3
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,MEXICO,Title 42,10848
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,MEXICO,Title 8,404
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 42,3
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 8,12
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,OTHER,Title 42,7
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,OTHER,Title 8,43
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,PERU,Title 8,2
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,PHILIPPINES,Title 42,2
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,RUSSIA,Title 8,2
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,TURKEY,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,UKRAINE,Title 8,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 8,4
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 42,1
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 8,5
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 42,4
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 8,10
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 42,5
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 8,9
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,INDIA,Title 8,4
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 42,427
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 8,47
2021,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,OTHER,Title 8,2
2021,FYTD,OCT,Southwest Land Border,NM,Accompanied Minors,GUATEMALA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,CUBA,Title 42,33
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,CUBA,Title 8,2
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,ECUADOR,Title 42,13
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 42,6
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,GUATEMALA,Title 42,41
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,HONDURAS,Title 42,45
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,MEXICO,Title 42,47
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,NICARAGUA,Title 42,2
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,NICARAGUA,Title 8,2
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,PERU,Title 42,3
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,VENEZUELA,Title 42,2
2021,FYTD,OCT,Southwest Land Border,NM,FMUA,VENEZUELA,Title 8,4
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,BRAZIL,Title 42,36
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,BRAZIL,Title 8,25
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,CANADA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,CUBA,Title 42,886
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,CUBA,Title 8,170
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,ECUADOR,Title 42,636
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,ECUADOR,Title 8,19
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 42,181
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 8,10
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 42,543
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 8,13
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,HAITI,Title 42,1
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,HONDURAS,Title 42,268
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,HONDURAS,Title 8,10
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,MEXICO,Title 42,2602
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,MEXICO,Title 8,148
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 42,13
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 8,8
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,OTHER,Title 42,1
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,OTHER,Title 8,5
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,TURKEY,Title 8,2
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 42,11
2021,FYTD,OCT,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 8,3
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,CUBA,Title 8,1
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 42,10
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 8,6
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,EL SALVADOR,Title 42,6
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 42,15
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 8,12
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 42,6
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 8,2
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 42,211
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 8,8
2021,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,TURKEY,Title 8,1
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,ECUADOR,Title 42,1
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,EL SALVADOR,Title 42,1
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,GUATEMALA,Title 42,11
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,HONDURAS,Title 42,4
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 42,33
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 8,3
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,RUSSIA,Title 42,1
2021,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,VENEZUELA,Title 42,3
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,BRAZIL,Title 42,22
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,BRAZIL,Title 8,6
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,COLOMBIA,Title 8,2
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,CUBA,Title 42,21
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,CUBA,Title 8,43
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,ECUADOR,Title 42,91
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,ECUADOR,Title 8,52
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 42,434
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 8,14
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,GUATEMALA,Title 42,501
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,GUATEMALA,Title 8,12
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,HAITI,Title 42,336
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,HAITI,Title 8,54
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,HONDURAS,Title 42,932
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,HONDURAS,Title 8,19
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,MEXICO,Title 42,777
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,MEXICO,Title 8,37
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,NICARAGUA,Title 42,2
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,NICARAGUA,Title 8,10
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,OTHER,Title 42,69
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,OTHER,Title 8,24
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,ROMANIA,Title 8,11
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,VENEZUELA,Title 42,4
2021,FYTD,OCT,Southwest Land Border,TX,FMUA,VENEZUELA,Title 8,24
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,BRAZIL,Title 42,14
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,BRAZIL,Title 8,46
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 42,3
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 8,11
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,CUBA,Title 42,214
2021,FYTD,OCT,Southwest Land Border,TX,Single Adults,CUBA,Title 8,249
